tipo,targa,dataInizioParcheggio,dataFineParcheggio
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Auto,,,
Moto,LM 789 PQ,2025-01-28 19:56:13.920253,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
Moto,,,
0
